event_date,year,event_type,sub_event_type,actor1,actor2,interaction,admin1,admin2,location,latitude,longitude,fatalities,civilian_targeting,notes,month
2024-11-29,2024,Violence against civilians,Abduction/forced disappearance,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Nushki,Nushki,29.5521,66.0228,0,Civilian targeting,"On 29 November 2024, over 10 BLA militants abducted six laborers and seized a Levies checkpoint in the Zarin Forest area of Nushki district (Nushki, Balochistan). During the seizure, they took control of the post, looted three rifles belonging to the Levies, and blocked the area to check passing vehicles. The militants claimed they initially released the workers unharmed due to their shared Baloch ethnic background. However, mainstream sources confirmed the laborers remain abducted. The laborers were later recovered by levies personnel from Zarin Forest area on 5 December 2024. No casualties.",2024-11
2024-11-29,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Awaran,Jhal Jao,26.3031,65.5812,0,,"On 29 November 2024, BLF militants attacked a military check post in Mala Guzi area in Jhal Jao area (Awaran, Balochistan). BLF claim an unspecified number of persons were killed or wounded in the attack. Exact casualties unknown.",2024-11
2024-11-28,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,3,,"On 28 November 2024, BLF militants attacked a military convoy in Turbat area (Kech, Balochistan) using rockets, snipers and other assault weapons. According to local sources, six explosions were suspected to have been heard from the area. Three soldiers were killed and two other soldiers sustained injuries.",2024-11
2024-11-28,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-) Bomb Disposal Squad,State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,1,,"On 28 November 2024, militants (coded as Baloch Separatists) detonated an IED killing a bomb disposal squad (BDS) personnel and wounding two others in Absar area of Turbat city (Kech, Balochistan), when the BDS personnel were in the area locating the bomb. 1 fatality and 2 injured.",2024-11
2024-11-28,2024,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Gwadar,Gwadar,25.1216,62.3254,0,Civilian targeting,"On 28 November 2024, unidentified armed men (coded as Baloch Separatists) opened fire at a barber shop in Door Ghati area of Gwadar city (Gwadar, Balochistan). The bullets shattered the window, however, no persons were hurt in the attack. Motive for attack unclear. In the past, Baloch Separatists groups have targeted barber stores for their suspected involvement with government officials. No casualties.",2024-11
2024-11-28,2024,Explosions/Remote violence,Grenade,BRG: Baloch Republican Guard,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Jaffarabad,Usta Mohammad,28.1797,68.0448,0,Civilian targeting,"On 28 November 2024, BRG militants hurled a hand grenade towards the residence of a man claimed to have been a military informant in Usta Mohammad area (Jaffarabad, Balochistan). BRG claim two persons were wounded, while the claimed informant was unhurt. 2 injured and no fatalities.",2024-11
2024-11-26,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Buleda,26.3091,63.1537,0,,"On 26 November 2024, BLF militants opened fire on a military patrol team in Zirdan area of Buleda tehsil (Kech, Balochistan). BLF claim two military personnel were wounded in the attack. No fatalities.",2024-11
2024-11-26,2024,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kachhi,Bolan,29.2114,67.7327,0,Civilian targeting,"On 26 November 2024, unidentified persons (coded as Baloch Separatists) hurled a hand grenade towards a house in Hadkhari area of Bolan Valley (Kachhi, Balochistan). Three persons were wounded in the explosion. Baloch Separatists groups have regularly targeted civilians suspected to be working as informants for security forces in the area. 3 injured and no fatalities.",2024-11
2024-11-25,2024,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kalat,Harboi,29.0501,66.731,10,,"On 25 November 2024, BLA militants conducted two IED attacks targeting military personnel near a check post in Harboi area (Kalat, Balochistan). Militants detonated the first IED planted at the check post targeting around ten military personnel when they were advancing in the area for a suspected operation. After the initial blast, militants detonated a second IED targeting the reinforcement military vehicle attempting to reach the blast site. BLA militants claim ten militants were killed and six others were injured across the two explosions. Fatalities uncorroborated with 10 fatalities and 6 injured.",2024-11
2024-11-24,2024,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Jaffarabad,Dera Allah Yar,28.3747,68.3503,0,,"On 24 November 2024, unidentified militants (coded as Baloch Separatists) hurled a hand grenade towards police personnel outside a hotel in Dera Allah Yar area (Jaffarabad, Balochistan). There were no damages in the explosion. No casualties.",2024-11
2024-11-24,2024,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kharan,Kharan,28.5833,65.4167,0,Civilian targeting,"On 24 November 2024, armed men (coded as Baloch Separatists) attacked a privately-owned dump yard near Kharan-Quetta Road in Kharan city (Kharan, Balochistan). Assailants detonated explosives and opened fire at the site, forcing workers to vacate the area. No fatalities.",2024-11
2024-11-22,2024,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Nushki,Nushki,29.5521,66.0228,2,,"On 22 November 2024, BLA militants exchanged fire with military forces in Gurbarat area of Nushki district (Nushki, Balochistan), after military forces had begun an operation in the area on 19 November 2024 (coded separately). BLA claim two military personnel were killed and four others were wounded. Fatalities uncorroborated with 2 fatalities coded.",2024-11
2024-11-22,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 22 November 2024, unidentified militants (coded as Baloch Separatists) detonated an IED targeting a police mobile van on the Western Bypass in Quetta city (Quetta, Balochistan). One police personnel was injured in the explosion, while the police van also sustained damages. 1 injured and no fatalities.",2024-11
2024-11-22,2024,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 22 November 2024, BLA militants hurled a hand grenade towards a military check post on Airport Road in Turbat city (Kech, Balochistan). No casualties.",2024-11
2024-11-21,2024,Violence against civilians,Attack,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Quetta,Quetta,30.1999,67.0097,1,Civilian targeting,"On 21 November 2024, BLA militants shot dead a man claimed to have been a military informant in Kichi Beg area of Quetta city (Quetta, Balochistan). 1 fatality.",2024-11
2024-11-20,2024,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Mastung,Mastung,29.7945,66.7206,3,,"On 20 November 2024, BLA militants opened fire on a military convoy in Ispelanji area of Mastung district (Mastung, Balochistan), using rockets and other automatic weapons. According to local sources, heavy firing and explosions were heard from the area. BLA claim three military personnel were killed and five others were wounded in the attack. Fatalities uncorroborated with 3 fatalities coded.",2024-11
2024-11-20,2024,Battles,Armed clash,BRA: Baloch Republican Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Dera Bugti,Dera Bugti,29.0353,69.1595,0,,"On 20 November 2024, BRA militants claimed to have launched an attack on two military posts in Chabadar area of Dera Bugti district (Dera Bugti, Balochistan). BRA claim several military personnel were killed in the attack, after militants captured two military posts. Fatalities uncorroborated with no fatalities coded.",2024-11
2024-11-18,2024,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Khuzdar,Ferozabad,27.8397,66.0321,1,Civilian targeting,"On 18 November 2024, unidentified armed persons (coded as Baloch Separatists) on motorcycle shot dead a BNP-M leader in Ferozabad area (Khuzdar, Balochistan). The militants opened fire and fled the scene. 1 fatality.",2024-11
2024-11-17,2024,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Shapok,26.0382,63.3722,1,,"On 17 November 2024, BLF militants detonated an IED targeting a military patrol team and vehicle in Dam Bazaar locality of Shapok area (Kech, Balochistan). One military personnel was killed in the explosion. 1 fatality.",2024-11
2024-11-16,2024,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-) Anti Narcotics Force,State forces-Rebel group,Balochistan,Gwadar,Gwadar,25.1216,62.3254,0,,"On 16 November 2024, unidentified militants (coded as Baloch Separatists) hurled a hand grenade towards the Police Anti-Narcotics force office in New Town area of Gwadar city (Gwadar, Balochistan). The gate of the building was partially damaged in the explosion, however, no persons were harmed. No fatalities.",2024-11
2024-11-15,2024,Battles,Armed clash,BLA: Baloch Liberation Army,Police Forces of Pakistan (2022-) Frontier Corps,State forces-Rebel group,Balochistan,Kalat,Johan,29.3289,66.9716,13,,"On 15 November 2024, intervening night, BLA militants conducted a raid and attacked an FC camp in Shah Mardan locality of Johan area (Kalat, Balochistan). The attackers threw hand grenades and opened fire on FC personnel, leading to an intense exchange of gunfire. The clash resulted in the deaths of seven FC personnel and six militants, with 18 FC personnel and four militants wounded. The BLA disputed the official figures, claiming that 29 FC personnel were killed and only one of their militants lost their life. However, confirmed reports indicate 13 fatalities and 22 injuries in total.",2024-11
2024-11-14,2024,Violence against civilians,Attack,BRAS: Baloch Raaji Ajoi e Sangar,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Khuzdar,Wadh,27.3372,66.3761,2,Civilian targeting,"On 14 November 2024, BRAS militants opened fire on the convoy of a district administration official on the National Highway 25 in Karado area of Wadh tehsil (Khuzdar, Balochistan). Two persons, including the official, were killed and two others were wounded in the attack. Militants claimed that the district administration official was the leader of a death squad (pro-government militia). 2 fatalities and 2 injured.",2024-11
2024-11-14,2024,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 14 November 2024, militants (coded as Baloch Separatists) attacked military forces in Absar area of Turbat city (Kech, Balochistan). According to local sources, heavy firing and explosions were heard from the area. Casualties unknown.",2024-11
2024-11-14,2024,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Awaran,Bazdad,26.3508,65.0505,0,,"On 14 November 2024, militants (coded as Baloch Separatists) attacked military forces in Bazdad area (Awaran, Balochistan). According to local sources, heavy firing and explosions were also heard from the area. Casualties unknown.",2024-11
